CONTENT_LENGTH,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,URL_IDENTIFICATION,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
5796,57,utf-8,11,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,M0_1249,America,Arizona,14-Feb-00,14-Feb-16,0,0,0,0,0,0,0,0,0,0,0
NaN,57,UTF-8,10,Server,M0_1348,America,NV,01-Nov-94,30-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,57,ISO-8859-1,9,NaN,M0_1414,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
448,57,utf-8,11,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 Communique/4.2.0,M0_2081,NaN,NaN,NaN,NaN,2,2,1,356,4,2,356,246,2,0,0
17249,57,UTF-8,11,Apache-Coyote/1.1,M0_2130,NaN,NaN,16-Oct-00,25-Oct-16,15,13,7,1062,19,15,1062,1354,15,0,0
324,57,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_2150,NaN,NaN,05-Feb-99,20-Apr-15,8,5,5,696,10,8,696,636,8,0,0
324,57,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_2167,America,UT,05-Feb-99,16-Jun-14,7,3,2,630,5,7,630,306,7,0,0
20504,57,utf-8,12,NaN,M0_2173,America,NY,14-Apr-98,15-Mar-17,4,3,3,408,6,4,408,378,4,0,0
6828,57,utf-8,12,Apache/2.2.31 (Amazon),M0_2191,NaN,NaN,28-Aug-07,29-Apr-13,13,4,7,1074,5,13,1074,306,13,0,0
NaN,57,ISO-8859-1,10,NaN,M0_250,America,CA,29-Mar-97,29-Nov-16,63,58,6,8280,65,75,9168,23559,75,12,0
1510,57,ISO-8859-1,10,nginx,M0_299,America,Ohio,08-Jan-04,03-Jan-17,37,9,11,5965,47,43,6439,20145,43,6,0
NaN,57,UTF-8,10,nginx,M0_375,SE,INDAL,19-Dec-06,17-Dec-16,16,0,3,1345,19,18,1495,18597,18,2,0
NaN,57,UTF-8,10,Apache,M0_413,NaN,NaN,16-Jan-01,17-Dec-16,16,0,7,1293,19,20,1617,1754,20,4,0
11202,57,ISO-8859-1,12,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,M0_458,America,IL,12-Dec-90,08-Jun-15,79,2,7,5863,83,83,6173,127368,83,4,0
6588,57,UTF-8,9,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/7.0.14,M0_517,Japan,Osaka,19-Jul-16,19-Jul-16,19,8,10,1764,24,23,2120,2364,23,4,0
345,57,iso-8859-1,10,Apache/2,M0_535,America,CA,25-Feb-99,18-Jan-17,31,0,5,2335,37,33,2493,35231,33,2,0
NaN,57,UTF-8,13,cloudflare-nginx,M0_546,America,NY,13-Nov-03,12-Jan-17,42,7,12,3944,40,48,4404,23329,48,6,0
NaN,57,UTF-8,11,Server,M0_578,America,NV,01-Nov-94,30-Apr-14,32,26,3,4195,45,38,4623,45691,38,6,0
234,57,iso-8859-1,11,nginx,M0_625,America,NY,02-Dec-00,03-Nov-16,21,6,13,1627,23,25,1933,2044,25,4,0
21046,57,ISO-8859-1,10,Apache,M0_636,America,NY,30-Dec-02,09-Apr-14,107,4,4,8986,148,111,9294,234205,111,4,0
23463,57,utf-8,11,Microsoft-IIS/7.0,M0_732,IT,RM,07-Apr-06,08-Apr-17,18,4,6,1965,21,22,2249,7616,22,4,0
324,57,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_749,NaN,NaN,NaN,NaN,62,0,3,4725,65,66,5023,97272,66,4,0
NaN,57,utf-8,11,Apache,M0_75,America,CO,08-May-03,05-May-15,9,0,3,871,12,11,1021,4257,11,2,0
241,57,iso-8859-1,11,Apache,M0_791,America,UT,16-May-95,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
1182,57,UTF-8,7,Apache/2.2.31 (Amazon),M0_86,NaN,NaN,29-Jul-04,03-Jan-16,10,3,5,949,15,14,1309,2597,14,4,0
NaN,57,UTF-8,12,nginx,M0_882,America,Arizona,30-Nov-06,17-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,57,UTF-8,13,mw2198.codfw.wmnet,M0_932,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
10280,57,ISO-8859-1,11,Apache,M0_996,America,IL,09-Mar-06,23-Feb-17,0,0,0,0,0,0,0,0,0,0,0
NaN,58,UTF-8,12,Apache,A0_103,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,50,0,1,3592,53,52,3744,66100,52,2,1
5962,58,UTF-8,13,nginx/1.12.0,A0_83,America,UTAH,06-May-06,06-May-16,10,0,2,1692,15,14,2004,8467,14,4,1
NaN,58,utf-8,12,Apache,M0_1025,America,NY,18-Jan-94,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
58,58,UTF-8,8,Apache,M0_1107,America,MA,12-Sep-09,23-Aug-16,0,0,0,0,0,0,0,0,0,0,0
324,58,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_1256,America,UT,05-Feb-99,16-Jun-14,0,0,0,0,0,0,0,0,0,0,0
324,58,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_1274,Australia,NaN,22-Jul-08,22-Jul-16,0,0,0,0,0,0,0,0,0,0,0
NaN,58,ISO-8859-1,9,nginx/1.12.0,M0_2031,America,Illinois,04-Oct-10,21-Oct-14,5,3,3,474,4,5,474,244,5,0,0
NaN,58,utf-8,11,nginx/1.6.3 + Phusion Passenger,M0_2074,America,Arizona,20-Apr-01,22-May-15,4,4,1,420,5,4,420,414,4,0,0
208082,58,UTF-8,10,GSE,M0_2201,America,CA,31-Jul-00,29-Jun-16,5,4,2,474,7,5,474,442,5,0,0
NaN,58,us-ascii,11,NaN,M0_2223,America,WA,22-Mar-99,15-Jul-16,5,4,2,486,9,5,486,672,5,0,0
NaN,58,ISO-8859-1,11,nginx/1.12.0,M0_2254,Canada,QC,18-Apr-05,22-Mar-17,4,2,2,408,7,4,408,438,4,0,0
345,58,iso-8859-1,8,Apache/2,M0_302,America,FL,01-Oct-01,16-Jan-17,9,0,3,1481,12,13,1773,1327,13,4,0
324,58,us-ascii,12,Microsoft-HTTPAPI/2.0,M0_329,America,CA,18-Apr-01,27-Sep-16,50,42,4,6256,63,58,6896,63202,58,8,0
NaN,58,ISO-8859-1,10,nginx,M0_338,Canada,ON,14-Jul-98,11-Jul-16,5,0,3,620,8,7,770,626,7,2,0
324,58,us-ascii,9,NaN,M0_358,America,CO,15-Aug-95,13-Jul-16,14,0,1,1794,18,18,2102,2242,18,4,0
324,58,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_368,NaN,NaN,08-Sep-04,28-Feb-17,15,10,3,2344,17,19,2668,6649,19,4,0
1688,58,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,M0_554,America,Arizona,26-Jan-01,07-Dec-15,17,15,4,1146,5,17,1146,416,17,0,0
NaN,58,UTF-8,11,mw2172.codfw.wmnet,M0_598,America,CA,13-Jan-01,12-Dec-15,44,37,6,6317,53,52,6925,38708,52,8,0
NaN,58,UTF-8,11,nginx,M0_604,NaN,NaN,17-Jul-06,07-Sep-16,20,9,4,3076,23,26,3494,8668,26,6,0
NaN,58,ISO-8859-1,9,nginx/1.2.6,M0_776,America,Arizona,17-May-01,15-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,58,UTF-8,11,Server,M0_845,America,NV,01-Nov-94,30-Apr-14,0,0,0,0,0,0,0,0,0,0,0
1179,58,ISO-8859-1,11,Server,M0_857,America,NV,01-Nov-94,30-Apr-14,0,0,0,0,0,0,0,0,0,0,0
90837,58,utf-8,12,nginx/1.8.0,M0_921,America,va,07-Sep-93,05-Aug-16,0,0,0,0,0,0,0,0,0,0,0
NaN,59,UTF-8,11,Server,M0_1081,America,NV,01-Nov-94,30-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,59,utf-8,11,cloudflare-nginx,M0_1119,America,Arizona,07-Jun-01,27-Nov-15,0,0,0,0,0,0,0,0,0,0,0
NaN,59,iso-8859-1,10,NaN,M0_1138,NaN,NaN,13-Aug-04,20-Aug-15,0,0,0,0,0,0,0,0,0,0,0
NaN,59,iso-8859-1,11,Apache/2.2.15 (CentOS),M0_1153,America,UT,16-May-95,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
26958,59,utf-8,10,Microsoft-IIS/8.5,M0_12,NaN,NaN,16-Jun-96,28-Mar-16,15,10,1,2421,17,21,2861,7924,21,6,0
162,59,utf-8,12,nginx,M0_1206,BS,New Providence,06-Nov-07,01-Oct-16,0,0,0,0,0,0,0,0,0,0,0
19404,59,UTF-8,10,Apache/2.4.6 (Unix) mod_jk/1.2.37,M0_1233,America,IL,14-Jun-95,17-May-16,0,0,0,0,0,0,0,0,0,0,0
162,59,ISO-8859-1,11,nginx,M0_1269,America,Virginia,23-Mar-98,29-May-15,0,0,0,0,0,0,0,0,0,0,0
324,59,us-ascii,10,NaN,M0_1331,America,FL,21-Apr-02,23-Mar-17,0,0,0,0,0,0,0,0,0,0,0
352,59,iso-8859-1,10,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,M0_1358,China,NaN,07-Jul-07,04-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,59,ISO-8859-1,9,NaN,M0_1399,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
7697,59,utf-8,11,NaN,M0_1417,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
324,59,us-ascii,10,NaN,M0_2047,America,FL,21-Apr-02,23-Mar-17,6,5,3,528,6,6,528,407,6,0,0
9322,59,UTF-8,13,NaN,M0_2050,America,AZ,31-Dec-05,31-Dec-16,8,5,6,672,12,8,672,768,8,0,0
NaN,59,UTF-8,10,Apache/2.2.22 (Debian),M0_2115,France,NaN,17-Mar-96,01-Jun-16,10,3,8,828,16,10,828,1036,10,0,0
NaN,59,UTF-8,11,Apache/2.4.25 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,M0_2243,NaN,NaN,19-Feb-02,25-Apr-16,10,7,5,768,13,10,768,890,10,0,0
NaN,59,UTF-8,15,ATS,M0_227,America,CA,18-Jan-95,26-Aug-15,20,6,5,2638,25,28,3208,6137,28,8,0
12629,59,ISO-8859-1,9,nginx,M0_265,America,CA,28-Apr-05,07-Dec-15,24,0,11,1863,27,26,2033,15088,26,2,0
324,59,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_296,Australia,NaN,22-Jul-08,22-Jul-16,24,3,6,2752,24,30,3230,8910,30,6,0
324,59,us-ascii,9,NaN,M0_397,America,CO,15-Aug-95,13-Jul-16,14,0,1,1797,19,18,2105,2308,18,4,0
NaN,59,ISO-8859-1,13,nginx/1.4.4,M0_426,America,UT,21-Jun-97,21-Oct-16,8,3,8,552,5,8,552,420,8,0,0
324,59,us-ascii,13,Microsoft-HTTPAPI/2.0,M0_486,America,UT,16-May-95,21-Oct-16,29,12,6,3325,32,33,3635,29835,33,4,0
5290,59,ISO-8859-1,11,Apache,M0_516,America,FL,24-Apr-99,23-Feb-15,17,2,2,1684,22,21,2012,14589,21,4,0
12965,59,utf-8,11,NaN,M0_592,America,FL,24-Jan-01,24-Jan-17,48,9,12,3796,51,52,4118,37621,52,4,0
324,59,us-ascii,13,Microsoft-IIS/7.5,M0_600,America,Missouri,23-May-97,15-Apr-15,10,0,3,1170,14,16,1584,1324,16,6,0
NaN,59,ISO-8859-1,11,cloudflare-nginx,M0_618,NL,ZH,12-Sep-02,06-May-15,9,0,2,1589,13,13,1909,2404,13,4,0
NaN,59,UTF-8,10,Apache,M0_620,America,WA,20-Feb-06,22-Feb-17,10,1,3,1300,15,14,1618,13818,14,4,0
162,59,utf-8,12,nginx,M0_674,BS,New Providence,06-Nov-07,01-Oct-16,22,12,5,3142,24,30,3746,7684,30,8,0
125,59,ISO-8859-1,11,Apache/2.2.22 (Ubuntu),M0_718,America,Oregon,21-Nov-97,05-Mar-17,38,4,10,3936,46,44,4404,29443,44,6,0
1511,59,ISO-8859-1,12,nginx,M0_779,America,Ohio,08-Jan-04,03-Jan-17,0,0,0,0,0,0,0,0,0,0,0
5290,59,ISO-8859-1,11,Apache,M0_802,America,FL,24-Apr-99,23-Feb-15,0,0,0,0,0,0,0,0,0,0,0
NaN,59,UTF-8,12,cloudflare-nginx,M0_87,America,FL,19-Mar-99,11-Mar-12,14,0,3,1438,16,18,1734,4800,18,4,0
19867,59,utf-8,10,Microsoft-IIS/8.5,M0_93,NaN,NaN,16-Jun-96,28-Mar-16,21,12,3,3104,23,29,3696,8857,29,8,0
NaN,59,iso-8859-1,13,nginx/1.2.1,M0_999,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
NaN,60,ISO-8859-1,11,Apache,M0_1031,America,UT,16-May-95,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
198,60,iso-8859-1,11,Apache,M0_119,HK,NaN,01-Sep-16,02-Sep-16,3,1,2,238,7,5,394,654,5,2,0
1973,60,ISO-8859-1,11,NaN,M0_1211,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
NaN,60,utf-8,10,cloudflare-nginx,M0_1278,America,CA,04-Nov-98,02-Oct-16,0,0,0,0,0,0,0,0,0,0,0
243,60,iso-8859-1,11,Apache,M0_1297,America,UT,16-May-95,21-Oct-16,0,0,0,0,0,0,0,0,0,0,0
324,60,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_1400,China,NaN,09-Aug-95,04-Aug-15,0,0,0,0,0,0,0,0,0,0,0
21666,60,utf-8,10,Cowboy,M0_2035,America,CA,15-Apr-10,11-Apr-17,9,7,7,762,10,9,762,640,9,0,0
NaN,60,UTF-8,12,nginx,M0_2053,America,CA,12-Dec-03,18-Oct-16,8,6,5,696,9,8,696,574,8,0,0
8774,60,UTF-8,10,Apache/2.2.22 (Debian),M0_2108,KR,NaN,04-Dec-14,16-Nov-16,6,6,3,540,9,6,540,617,6,0,0
1819,60,ISO-8859-1,13,NaN,M0_2168,America,CA,02-Nov-02,02-Feb-17,1,1,1,202,4,1,202,250,1,0,0
2544,60,UTF-8,11,nginx/1.2.1,M0_2292,NaN,NaN,16-Jul-98,NaN,4,2,3,408,4,4,408,250,4,0,0
NaN,60,utf-8,13,Apache,M0_2312,NaN,NaN,10-Jun-99,11-Apr-16,10,8,2,12231,11,10,12231,1186,10,0,0
NaN,60,ISO-8859-1,11,cloudflare-nginx,M0_359,America,Illinois,28-Aug-01,28-Apr-15,29,22,3,4932,41,35,5392,23578,35,6,0
NaN,60,iso-8859-1,12,nginx,M0_384,Canada,BC,20-Oct-98,07-Dec-15,6,0,4,664,8,8,808,609,8,2,0
324,60,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_447,America,PA,05-Jun-03,26-Nov-14,5,0,1,622,7,7,812,9159,7,2,0
NaN,60,ISO-8859-1,11,Apache,M0_611,Canada,BC,12-Oct-03,07-Aug-15,29,1,4,2630,35,35,3102,35655,35,6,0
40582,60,UTF-8,11,Apache,M0_627,America,ny,20-May-96,19-Apr-17,101,4,15,7002,79,107,7422,172138,107,6,0
NaN,60,UTF-8,13,mw2113.codfw.wmnet,M0_635,America,CA,13-Jan-01,12-Dec-15,38,32,3,4488,44,44,4944,44959,44,6,0
19671,60,utf-8,11,NaN,M0_662,America,CA,14-Oct-01,18-Dec-16,45,0,3,4192,54,53,4834,62498,53,8,0
NaN,60,utf-8,13,Microsoft-IIS/7.5,M0_675,GB,London,29-Sep-98,09-Apr-17,23,12,5,3208,26,32,3883,8206,32,9,0
NaN,60,UTF-8,12,Apache,M0_70,NaN,NaN,16-May-01,17-Mar-16,113,0,3,7746,134,117,8062,229040,117,4,0
NaN,60,UTF-8,12,cloudflare-nginx,M0_770,America,FL,13-Jun-95,05-May-15,3,0,1,466,6,5,618,490,5,2,0
NaN,60,utf-8,11,nginx,M0_8,America,California,24-Sep-06,26-Aug-15,14,9,2,2531,18,18,2819,8177,18,4,0
824,60,utf-8,9,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8a,M0_953,America,OH,13-Aug-03,14-Aug-16,0,0,0,0,0,0,0,0,0,0,0
NaN,60,UTF-8,13,Apache,M0_972,America,VA,12-Jan-95,19-Dec-16,0,0,0,0,0,0,0,0,0,0,0
526,61,ISO-8859-1,12,Apache,A0_56,DE,NaN,10-Sep-03,11-Sep-16,0,0,0,0,2,0,0,124,0,0,1
324,61,us-ascii,10,Microsoft-IIS/7.5,M0_1113,America,AZ,09-Apr-08,10-Apr-17,0,0,0,0,0,0,0,0,0,0,0
4576,61,ISO-8859-1,12,Apache/2.4.7 (Ubuntu),M0_1189,America,FL,25-Oct-02,28-Mar-14,0,0,0,0,0,0,0,0,0,0,0
39198,61,UTF-8,12,Apache/2.2.15 (Red Hat),M0_1231,NaN,NaN,16-Oct-00,25-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,61,us-ascii,11,cloudflare-nginx,M0_1290,America,FL,21-May-95,22-Feb-17,0,0,0,0,0,0,0,0,0,0,0
6473,61,ISO-8859-1,10,Apache,M0_1366,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
11,61,ISO-8859-1,9,Microsoft-IIS/7.5,M0_1409,America,WA,13-Sep-00,29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
11780,61,ISO-8859-1,11,Apache/2.4.10 (Ubuntu),M0_157,America,WA,20-Jan-98,06-Mar-17,20,1,5,1930,24,28,2610,8029,28,8,0
NaN,61,ISO-8859-1,12,Apache,M0_164,America,CA,09-Aug-96,04-Apr-17,22,5,10,1673,22,24,1837,2525,24,2,0
1522,61,ISO-8859-1,12,nginx,M0_2012,America,Ohio,08-Jan-04,03-Jan-17,4,3,2,432,6,4,432,376,4,0,0
NaN,61,ISO-8859-1,12,Apache,M0_2059,NaN,NaN,27-Jan-99,14-Oct-12,5,3,3,498,7,5,498,438,5,0,0
NaN,61,ISO-8859-1,9,nginx/1.12.0,M0_2086,NaN,NaN,15-Aug-13,07-Aug-15,12,7,5,960,10,12,960,640,12,0,0
NaN,61,UTF-8,10,Server,M0_2091,America,NV,01-Nov-94,30-Apr-14,5,5,3,498,8,5,498,508,5,0,0
257,61,us-ascii,11,NaN,M0_2200,America,WA,22-Mar-99,15-Jul-16,4,3,2,432,4,4,432,244,4,0,0
NaN,61,UTF-8,12,Server,M0_2210,America,NV,01-Nov-94,30-Apr-14,20,8,7,1344,10,20,1344,739,20,0,0
257,61,us-ascii,11,NaN,M0_2287,America,WA,22-Mar-99,15-Jul-16,10,5,7,792,15,10,792,971,10,0,0
NaN,61,ISO-8859-1,11,Apache,M0_2322,America,DE,10-Aug-99,03-Mar-17,7,3,3,582,5,7,582,306,7,0,0
8864,61,utf-8,11,Apache,M0_240,NaN,NaN,27-May-97,28-Apr-17,26,18,4,3798,36,34,4444,18719,34,8,0
267,61,ISO-8859-1,13,Apache,M0_272,America,NY,13-Mar-00,10-Feb-16,7,1,3,743,13,11,1033,1520,11,4,0
NaN,61,UTF-8,13,cloudflare-nginx,M0_342,America,WA,03-Apr-11,11-Mar-17,31,5,8,4514,40,39,5168,26105,39,8,0
NaN,61,utf-8,11,nginx,M0_350,America,California,24-Sep-06,26-Aug-15,25,20,3,3252,35,29,3540,36967,29,4,0
25090,61,utf-8,14,Microsoft-IIS/7.5,M0_924,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
4347,61,ISO-8859-1,10,nginx/1.12.0,M0_973,America,CO,16-Dec-04,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
6567,62,ISO-8859-1,13,Apache,M0_106,America,FL,24-Apr-99,23-Feb-15,8,0,2,1089,13,14,1601,1977,14,6,0
NaN,62,UTF-8,13,mw2224.codfw.wmnet,M0_1106,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,62,UTF-8,12,nginx,M0_1133,NaN,NaN,17-Jul-06,07-Sep-16,0,0,0,0,0,0,0,0,0,0,0
6567,62,ISO-8859-1,13,Apache,M0_1171,America,FL,24-Apr-99,23-Feb-15,0,0,0,0,0,0,0,0,0,0,0
20986,62,ISO-8859-1,12,Apache,M0_1212,America,NY,30-Dec-02,09-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,62,UTF-8,12,mw2171.codfw.wmnet,M0_1255,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
12440,62,UTF-8,13,Apache,M0_1327,Canada,Ontario,04-Jun-10,07-Apr-16,0,0,0,0,0,0,0,0,0,0,0
245,62,iso-8859-1,10,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,M0_1330,America,Missouri,11-Oct-05,19-Sep-16,0,0,0,0,0,0,0,0,0,0,0
324,62,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_1379,America,PA,25-Oct-03,26-Nov-14,0,0,0,0,0,0,0,0,0,0,0
NaN,62,iso-8859-1,11,Apache/2.2.15 (CentOS),M0_276,America,UT,16-May-95,21-Oct-16,11,5,4,1040,19,15,1374,2206,15,4,0
382,62,utf-8,11,AmazonS3,M0_383,NaN,NaN,13-Jul-01,26-Apr-15,21,5,7,1810,21,25,2102,2519,25,4,0
2192,62,UTF-8,11,Apache/2.2.3 (CentOS),M0_743,India,MAHARASHTR,22-Dec-03,04-Mar-17,32,8,11,2772,37,38,3258,32655,38,6,0
324,62,us-ascii,11,Microsoft-IIS/7.5,M0_788,America,California,26-Sep-03,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
9285,62,UTF-8,12,GSE,M0_917,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,62,ISO-8859-1,12,Apache,M0_995,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,63,ISO-8859-1,14,cloudflare-nginx,M0_100,NaN,NaN,26-Jan-07,21-Jan-16,18,0,2,1676,22,22,1968,21002,22,4,0
7221,63,utf-8,12,Apache/2.2.15 (CentOS),M0_1000,America,CA,13-Aug-02,14-Mar-17,0,0,0,0,0,0,0,0,0,0,0
14506,63,UTF-8,11,mw2257.codfw.wmnet,M0_1182,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,63,UTF-8,13,mw2226.codfw.wmnet,M0_1202,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,63,UTF-8,12,Apache,M0_1291,America,Arizona,19-Oct-06,20-Oct-16,0,0,0,0,0,0,0,0,0,0,0
324,63,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_204,NaN,NaN,NaN,NaN,67,32,17,6011,42,73,6453,28050,73,6,0
NaN,63,ISO-8859-1,11,cloudflare-nginx,M0_2041,NaN,NaN,21-Jun-04,17-Mar-17,4,4,1,420,6,4,420,476,4,0,0
324,63,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_2154,America,WA,03-Dec-96,23-Feb-17,3,3,1,366,4,3,366,244,3,0,0
345,63,iso-8859-1,9,Apache/2,M0_2276,NaN,NaN,09-Feb-05,11-Dec-15,4,2,2,408,7,4,408,448,4,0,0
NaN,63,UTF-8,12,Apache,M0_3,NaN,NaN,NaN,NaN,48,0,1,3840,51,52,4156,52729,52,4,0
1853,63,us-ascii,12,Microsoft-HTTPAPI/2.0,M0_380,NaN,NaN,27-Mar-98,15-Oct-16,104,0,2,7535,124,106,7683,204971,106,2,0
NaN,63,ISO-8859-1,14,Apache,M0_417,Canada,ONTARIO,02-May-05,03-Apr-17,26,7,6,2506,25,30,2814,2966,30,4,0
3475,63,ISO-8859-1,11,Apache,M0_497,America,OH,20-Mar-02,18-Feb-17,31,5,6,2293,24,33,2459,17664,33,2,0
42913,63,utf-8,11,DMS/1.0.42,M0_52,France,NaN,15-Mar-05,28-Jun-16,44,5,9,3414,46,48,3722,47213,48,4,0
324,63,us-ascii,13,Microsoft-HTTPAPI/2.0,M0_547,America,UT,16-May-95,21-Oct-16,32,20,13,3967,44,38,4429,23969,38,6,0
NaN,63,UTF-8,12,nginx,M0_558,America,Illinois,05-Dec-96,31-May-13,14,3,4,2108,22,18,2388,3406,18,4,0
NaN,63,ISO-8859-1,11,NaN,M0_679,America,CA,29-Mar-97,29-Nov-16,31,13,8,5105,28,43,5105,13437,43,0,0
18235,63,UTF-8,10,Apache,M0_7,America,WA,10-Oct-06,07-Mar-17,4,1,2,583,8,6,735,737,6,2,0
324,63,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_722,America,PA,05-Jun-03,26-Nov-14,35,19,11,3472,33,41,3944,24847,41,6,0
NaN,63,UTF-8,10,ATS,M0_754,America,CA,18-Jan-95,26-Aug-15,29,10,7,4825,36,40,5567,37575,40,10,0
320,63,iso-8859-1,14,Apache/2.0.52 (Red Hat),M0_757,NaN,NaN,NaN,NaN,188,25,9,14064,217,194,14522,298694,194,6,0
5858,63,ISO-8859-1,11,Apache,M0_771,NaN,NaN,NaN,NaN,19,10,1,3181,25,25,3605,16286,25,6,0
NaN,64,UTF-8,11,nginx/1.6.3,M0_1105,America,WA,01-Aug-07,04-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,64,ISO-8859-1,13,Apache,M0_1147,America,CA,22-Apr-97,22-Feb-17,0,0,0,0,0,0,0,0,0,0,0
9418,64,UTF-8,11,nginx/1.8.1,M0_1267,United Kingdom,NaN,03-Jun-93,02-Nov-16,0,0,0,0,0,0,0,0,0,0,0
19111,64,ISO-8859-1,13,Apache,M0_1320,America,NY,30-Dec-02,09-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,64,UTF-8,13,Server,M0_1364,America,NV,01-Nov-94,30-Apr-14,0,0,0,0,0,0,0,0,0,0,0
NaN,64,UTF-8,10,Apache-Coyote/1.1,M0_1376,America,ca,14-May-99,28-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,64,UTF-8,10,Apache,M0_191,India,Haryana,22-Nov-96,06-Apr-16,15,2,5,1238,9,17,1430,760,17,2,0
NaN,64,UTF-8,11,Apache-Coyote/1.1,M0_2049,America,nj,24-Jun-03,22-Aug-16,2,2,1,276,4,2,276,246,2,0,0
NaN,64,UTF-8,12,NaN,M0_2114,America,CA,09-Jan-98,04-Jan-17,5,4,2,498,9,5,498,570,5,0,0
NaN,64,utf-8,11,nginx/1.12.0,M0_2195,NaN,NaN,18-Apr-00,18-Apr-16,7,7,3,618,9,7,618,562,7,0,0
NaN,64,UTF-8,13,Server,M0_318,America,NV,01-Nov-94,30-Apr-14,10,2,6,1197,17,14,1503,1374,14,4,0
9498,64,ISO-8859-1,11,Apache,M0_323,GB,MIDDLESEX,27-Apr-07,20-Apr-17,10,1,3,1256,16,14,1580,1909,14,4,0
NaN,64,UTF-8,11,Server,M0_405,America,NV,01-Nov-94,30-Apr-14,39,18,14,4631,42,49,5353,12921,49,10,0
324,64,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_657,America,WA,03-Dec-96,23-Feb-17,26,6,5,3201,29,30,3517,20250,30,4,0
